Price,Close,High,Low,Open,Volume
Ticker,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS
Date,,,,,
2023-09-18,1131.6787109375,1151.5937615477758,1130.4735652478034,1150.0526606958324,1256740
2023-09-20,1109.3631591796875,1130.463577362591,1106.7848904466898,1130.463577362591,2266405
2023-09-21,1119.9232177734375,1125.5540236673041,1108.9284648237624,1109.4520531992023,2926715
2023-09-22,1090.00146484375,1124.9416460048833,1087.0280325274812,1119.9233006697448,2447785
2023-09-25,1074.5316162109375,1094.515761105446,1072.4077189840605,1092.5301770631047,1217045
2023-09-26,1080.26123046875,1091.9573170442707,1076.5568004624608,1078.532496465815,1379915
2023-09-27,1085.931396484375,1107.3775365936644,1082.6912263124495,1089.3987523877447,2443890
2023-09-28,1072.6251220703125,1088.1047445041534,1069.0491169345278,1088.1047445041534,1931555
2023-09-29,1103.8212890625,1112.3167570504781,1077.3963572231569,1080.5081022861052,3101955
2023-10-03,1079.0657958984375,1103.8015471533258,1076.7542654598578,1103.8015471533258,2065240
2023-10-04,1070.3927001953125,1086.4353430190783,1067.1723058775124,1079.7179279862253,2109530
2023-10-05,1068.3082275390625,1081.6936168776592,1066.8758960985133,1078.73007272183,2058530
2023-10-06,1071.7952880859375,1084.103835398283,1068.6934309408296,1073.7907603106876,1572990
2023-10-09,1085.6153564453125,1092.0363688523937,1066.9055720208626,1068.8614918909584,2368110
2023-10-10,1082.3948974609375,1084.0644232922543,1072.407768614748,1083.471738607464,1519630
2023-10-11,1099.988525390625,1104.018901823501,1088.6084971249588,1088.6084971249588,1961240
2023-10-12,1092.5994873046875,1103.2386300142764,1089.59639066825,1099.9885713672613,1695245
2023-10-13,1078.7696533203125,1091.3942601068002,1071.1433745146824,1072.2497595381894,1633255
2023-10-16,1085.26953125,1088.0157775456164,1078.7299825164628,1084.4595489733838,859220
2023-10-17,1095.3455810546875,1101.0553715124506,1083.6791587227508,1084.0644339183696,1626760
2023-10-18,1121.6915283203125,1125.109443850428,1094.8912069594362,1095.4246834731687,3014855
2023-10-19,1112.4947509765625,1121.158076933852,1108.4642538258806,1121.158076933852,2525845
2023-10-20,1100.3243408203125,1110.3510219737686,1096.7087834350875,1110.3510219737686,1141375
2023-10-23,1096.896484375,1119.6169869081687,1091.6707302045613,1091.6707302045613,1809785
2023-10-25,1089.369140625,1108.8000332949312,1086.6327824153752,1106.3897420956548,2104480
2023-10-26,1071.2125244140625,1090.0902855271613,1055.1995466644082,1086.2376541478334,1544145
2023-10-27,1066.34228515625,1077.5346793496562,1057.1948037012917,1071.2025403704936,2159725
2023-10-30,1056.07861328125,1065.6805875325788,1028.4584216588312,1065.6805875325788,2691600
2023-10-31,1060.4647216796875,1074.9662628669475,1057.609826474309,1061.7390841941728,1884070
2023-11-01,1056.2960205078125,1070.9062103457218,1049.9836573532384,1063.9122899567378,1376665
