Price,Close,High,Low,Open,Volume
Ticker,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS
Date,,,,,
2014-01-01,33.94775390625,34.2685655643874,33.63180185083819,34.035246781145936,3811662
2014-01-02,32.999900817871094,34.482440152522685,32.91726754356539,34.482440152522685,5679786
2014-01-03,32.013153076171875,33.150578072893346,31.886772273748107,32.9464258382657,6387210
2014-01-06,32.061767578125,32.75200027487383,31.891639205309957,32.625619452221834,5477658
2014-01-07,31.45417022705078,32.26592197211808,31.327789396068862,32.12981970991393,5782632
2014-01-08,30.870861053466797,31.76038605848118,30.74448028143586,31.51248634030909,7563474
2014-01-09,31.619428634643555,31.818721260981263,30.725043842122428,30.914615039743108,9882426
2014-01-10,31.721515655517578,32.217317590927124,31.35209678706848,31.682629927279393,7194876
2014-01-13,32.227027893066406,32.36798972179386,31.852747325302413,31.911075897515346,6502374
2014-01-14,31.906225204467773,32.42146774482365,31.809008665209316,31.993718087216667,3028518
2014-01-15,31.8187255859375,32.18328477510977,31.726370888026217,31.745813748103043,6011028
2014-01-16,32.115234375,32.431184185052246,31.614572946274667,31.983991733435488,4482000
2014-01-17,33.06309509277344,33.325575979998014,32.27564575582028,32.27564575582028,10439388
2014-01-20,33.30126953125,33.49083854378237,32.40202272205922,32.95615317623574,6983874
2014-01-21,32.7908821105957,33.52486004541857,32.479791918675446,33.3450102633391,5761176
2014-01-22,33.43736267089844,33.63665305986573,32.52839467875585,32.78115626001113,3082014
2014-01-23,33.763038635253906,33.99635739333795,33.17488436293477,33.33529128725413,6180630
2014-01-24,33.35959243774414,33.918584624705616,33.058223685030406,33.44222569775795,6313872
2014-01-27,32.82491683959961,33.15058814857552,32.26106488437628,32.94643585189849,6206490
2014-01-28,33.267242431640625,33.45681366368497,32.455490748356915,32.829771384658045,16153470
2014-01-29,34.50187683105469,35.16294286439773,33.36931150613108,33.59290881011568,11116836
2014-01-30,34.26856994628906,34.569938781874335,33.01934704835963,34.122746244389965,12404136
2014-01-31,35.26016616821289,35.48376129019084,33.66582712309811,34.27828613232859,8542596
