epoch,accuracy,loss,val_accuracy,val_loss
0,0.5052502751350403,0.6932849287986755,0.5059462189674377,0.6928859949111938
1,0.5094664096832275,0.6929075121879578,0.5089690685272217,0.6927900910377502
2,0.5112811326980591,0.6928408741950989,0.5088696479797363,0.6927446722984314
3,0.5114800333976746,0.6927394270896912,0.5106992125511169,0.6926921606063843
4,0.5118777751922607,0.6927422881126404,0.5118129253387451,0.692639946937561
